Iterations,Generation,Generation Average Fitness,Generation Best Fitness,Generation Worst Fitness,Population Size,Population Best Fitness
221,59,4225,11760,910,221,15
221,60,5000,11935,110,221,15
221,61,4430,8110,635,221,15
221,62,4240,8110,635,221,15
222,63,4910,12160,1935,222,15
222,64,5087,11635,410,222,15
222,65,4452,12160,910,222,15
222,66,4645,11560,410,222,15
223,67,4170,9810,2235,223,15
223,68,4532,9735,1510,223,15
223,69,4225,10335,910,223,15
223,70,5085,9735,2460,223,15
223,71,4600,10335,235,223,15
223,72,3780,8510,235,223,15
223,73,4827,12160,410,223,15
223,74,3317,5310,1510,223,15
223,75,4255,12160,110,223,15
223,76,4180,10110,635,223,15
223,77,5447,10335,1510,223,15
223,78,5087,10335,2460,223,15
223,79,5365,9935,635,223,15
223,80,4340,10335,1510,223,15
223,81,3352,8510,110,223,15
223,82,5660,11635,1510,223,15
223,83,4727,10335,1860,223,15
223,84,4130,9935,235,223,15
223,85,4635,10110,910,223,15
223,86,4827,12160,35,223,15
223,87,5190,11935,635,223,15
223,88,5005,11635,2060,223,15
223,89,5277,10110,635,223,15
223,90,4812,11760,985,223,15
223,91,4042,7910,35,223,15
223,92,4280,10335,410,223,15
223,93,4415,12160,235,223,15
223,94,6185,12160,1510,223,15
223,95,3892,7535,1285,223,15
223,96,3780,12160,235,223,15
223,97,4902,8285,1935,223,15
223,98,4257,11935,1110,223,15
223,99,4910,10335,635,223,15
223,100,4790,11760,2060,223,15
223,101,3692,9935,110,223,15
223,102,3895,11560,635,223,15
223,103,5277,10335,1860,223,15
223,104,4140,9935,35,223,15
223,105,5285,11635,985,223,15
223,106,5095,10335,110,223,15
223,107,4800,9935,2235,223,15
223,108,4077,10335,910,223,15
223,109,4275,10335,110,223,15
223,110,4540,10335,635,223,15
223,111,4450,11635,635,223,15
223,112,3990,9810,635,223,15
223,113,4425,8510,1935,223,15
223,114,4345,9935,110,223,15
223,115,4797,10335,635,223,15
223,116,3625,8110,635,223,15
223,117,5732,12160,1935,223,15
223,118,4537,12160,985,223,15
223,119,5085,12160,985,223,15
223,120,4427,10335,35,223,15
224,121,4997,10335,1935,224,15
224,122,5080,10335,635,224,15
224,123,5180,12160,1935,224,15
224,124,4912,10335,910,224,15
224,125,4792,10110,910,224,15
224,126,5852,12160,635,224,15
224,127,3520,9735,35,224,15
224,128,4190,10335,410,224,15
224,129,5540,10335,1860,224,15
224,130,4980,10335,35,224,15
224,131,4287,9735,410,224,15
224,132,4242,10335,635,224,15
224,133,5067,11560,985,224,15
224,134,4625,11635,110,224,15
224,135,5372,8510,1285,224,15
224,136,4005,10335,110,224,15
224,137,4457,9735,110,224,15
224,138,4362,10335,635,224,15
224,139,4432,11560,635,224,15
224,140,4817,10335,1285,224,15
224,141,4912,11635,1510,224,15
224,142,4922,11635,35,224,15
224,143,4337,10335,635,224,15
224,144,3702,8510,35,224,15
224,145,4637,12160,635,224,15
224,146,4807,10335,110,224,15
224,147,4175,10335,910,224,15
224,148,3972,8510,635,224,15
224,149,3797,9810,35,224,15
224,150,5367,10335,985,224,15
224,151,4272,7535,35,224,15
224,152,4895,10335,635,224,15
224,153,4982,9735,1510,224,15
224,154,4730,10335,35,224,15
224,155,4635,10335,35,224,15
224,156,3900,6935,410,224,15
224,157,4337,8510,635,224,15
224,158,4807,12160,635,224,15
224,159,4330,9735,35,224,15
224,160,3800,10335,1510,224,15
224,161,5560,11935,410,224,15
224,162,4512,11560,110,224,15
224,163,4740,8510,410,224,15
224,164,4450,9810,1860,224,15
224,165,4535,10335,1860,224,15
224,166,4815,10335,1285,224,15
224,167,3607,8110,35,224,15
224,168,5730,11560,2735,224,15
224,169,4712,10335,635,224,15
224,170,4075,12160,110,224,15
224,171,5477,11935,635,224,15
224,172,4267,10335,35,224,15
224,173,4895,12160,410,224,15
224,174,5995,12160,35,224,15
224,175,5437,11760,910,224,15
224,176,4720,12160,985,224,15
224,177,4427,10335,235,224,15
224,178,4267,10335,1860,224,15
224,179,4250,12160,110,224,15
224,180,4930,10335,635,224,15
224,181,4695,9935,1510,224,15
224,182,4467,11560,635,224,15
224,183,4170,9935,410,224,15
224,184,4712,10335,35,224,15
224,185,4532,9810,985,224,15
224,186,4352,12160,410,224,15
224,187,5180,10335,1510,224,15
224,188,4257,11935,1510,224,15
224,189,5182,10335,110,224,15
224,190,3532,7535,635,224,15
224,191,5175,10335,1510,224,15
224,192,3687,8510,235,224,15
224,193,3877,10335,910,224,15
224,194,4782,10335,1860,224,15
224,195,4735,12160,635,224,15
224,196,4930,10335,1285,224,15
224,197,4460,11760,410,224,15
224,198,5260,11935,1510,224,15
224,199,5287,12160,235,224,15
224,200,5102,11635,110,224,15
224,201,4895,12160,1935,224,15
224,202,4895,10335,635,224,15
224,203,5067,10335,985,224,15
224,204,4532,10335,35,224,15
224,205,4825,10335,110,224,15
224,206,3597,8510,110,224,15
224,207,4347,11560,635,224,15
224,208,4345,10335,1110,224,15
224,209,5250,10335,985,224,15
224,210,4170,10110,110,224,15
224,211,5450,12160,1935,224,15
224,212,5025,12160,1935,224,15
224,213,3720,11635,985,224,15
224,214,3542,7535,110,224,15
224,215,5627,11560,635,224,15
224,216,4535,11760,110,224,15
224,217,5092,12160,110,224,15
224,218,5077,10110,1860,224,15
224,219,4420,7535,985,224,15
224,220,5835,12160,635,224,15
224,221,5520,12160,1860,224,15
224,222,4170,9810,1510,224,15
224,223,5157,12160,1110,224,15
224,224,5112,12160,1510,224,15
224,225,3865,5710,110,224,15
224,226,5347,11560,1285,224,15
224,227,4815,8510,1510,224,15
224,228,5452,9935,1935,224,15
224,229,5540,11935,985,224,15
224,230,4162,10335,410,224,15
224,231,4895,10335,1935,224,15
224,232,4615,12160,985,224,15
224,233,5435,10335,910,224,15
224,234,5060,11560,35,224,15
224,235,4240,11635,1510,224,15
224,236,4730,9810,635,224,15
224,237,3812,7310,910,224,15
224,238,4737,10335,35,224,15
224,239,4242,12160,35,224,15
224,240,5245,11760,635,224,15
224,241,4607,9810,985,224,15
224,242,4182,10335,35,224,15
224,243,4075,8510,1860,224,15
224,244,4445,10110,1510,224,15
224,245,4432,10335,635,224,15
224,246,5172,12160,110,224,15
224,247,4630,10335,1935,224,15
224,248,4652,10335,635,224,15
224,249,5342,10335,35,224,15
224,250,5725,12160,635,224,15
224,251,5112,10335,1510,224,15
224,252,5467,11560,2235,224,15
224,253,4257,8510,1935,224,15
224,254,5357,10335,635,224,15
224,255,5172,11635,635,224,15
224,256,5017,12160,910,224,15
224,257,5182,12160,635,224,15
224,258,4905,9810,2735,224,15
224,259,4807,12160,1510,224,15
224,260,5375,11635,2235,224,15
224,261,4635,12160,910,224,15
224,262,4610,9735,1510,224,15
224,263,5435,10335,985,224,15
224,264,5355,10335,1110,224,15
224,265,5460,10335,1935,224,15
224,266,3885,10335,635,224,15
224,267,4442,10335,635,224,15
224,268,5542,10335,910,224,15
224,269,4422,8510,2460,224,15
224,270,5110,11935,1935,224,15
224,271,5512,12160,2735,224,15
224,272,5190,11635,1860,224,15
224,273,4075,11935,635,224,15
224,274,5540,9810,2460,224,15
224,275,5430,11560,35,224,15
224,276,5087,11935,1510,224,15
224,277,4060,11560,635,224,15
224,278,4807,12160,235,224,15
224,279,4450,9810,1510,224,15
224,280,3947,10335,235,224,15
224,281,5530,10335,1935,224,15
224,282,4807,10110,635,224,15
224,283,5705,11635,35,224,15
224,284,3790,8285,35,224,15
224,285,5095,12160,635,224,15
224,286,5095,12160,1510,224,15
224,287,5450,10335,35,224,15
224,288,4832,8510,1860,224,15
224,289,4715,12160,235,224,15
224,290,4535,12160,635,224,15
224,291,4267,10335,110,224,15
224,292,4805,11635,635,224,15
224,293,4495,9735,910,224,15
224,294,5062,10335,910,224,15
224,295,3440,9735,35,224,15
224,296,5200,10335,910,224,15
224,297,5450,11560,1935,224,15
224,298,4092,11635,1510,224,15
224,299,5085,11935,1110,224,15
224,300,5617,12160,635,224,15
224,301,4282,10335,1935,224,15
224,302,4600,8510,35,224,15
224,303,5435,11760,1110,224,15
224,304,3797,8510,110,224,15
224,305,4895,11560,110,224,15
224,306,5235,10335,1510,224,15
224,307,4067,10335,910,224,15
224,308,4842,10335,110,224,15
224,309,4720,11635,235,224,15
224,310,5000,10335,410,224,15
224,311,5435,12160,2060,224,15
224,312,4787,11560,35,224,15
224,313,3797,9810,985,224,15
224,314,4617,9810,1510,224,15
224,315,4535,12160,110,224,15
224,316,4710,8110,2235,224,15
224,317,5617,12160,985,224,15
224,318,5235,10335,2460,224,15
224,319,3892,9735,410,224,15
224,320,4430,9935,110,224,15
224,321,5890,12160,35,224,15
224,322,4415,10335,985,224,15
224,323,5277,11935,985,224,15
224,324,3587,7535,635,224,15
224,325,5555,11635,2460,224,15
224,326,5442,11760,985,224,15
224,327,5642,12160,635,224,15
224,328,3885,9935,910,224,15
224,329,4077,11935,235,224,15
224,330,4815,12160,410,224,15
224,331,5635,9735,2460,224,15
224,332,4320,12160,635,224,15
224,333,4252,8510,1285,224,15
224,334,4445,10335,635,224,15
224,335,6105,12160,1510,224,15
224,336,4905,10335,635,224,15
224,337,4402,12160,910,224,15
224,338,5722,12160,1510,224,15
224,339,4160,7535,235,224,15
224,340,4987,10110,110,224,15
224,341,3985,7535,110,224,15
224,342,4737,12160,110,224,15
224,343,5627,11760,635,224,15
224,344,5835,11635,1285,224,15
224,345,4825,11560,110,224,15
224,346,5645,11935,1510,224,15
224,347,4442,10335,110,224,15
224,348,5462,12160,110,224,15
224,349,4355,10335,1510,224,15
224,350,5372,11935,110,224,15
224,351,5737,12160,1935,224,15
224,352,5940,12160,985,224,15
224,353,4800,10335,110,224,15
224,354,4790,10110,1860,224,15
224,355,4635,10335,635,224,15
224,356,4345,10110,635,224,15
224,357,4260,10335,635,224,15
224,358,4547,12160,635,224,15
224,359,3902,9810,35,224,15
224,360,3997,10335,110,224,15
224,361,5552,10335,1935,224,15
224,362,4337,9735,2235,224,15
224,363,3710,8510,235,224,15
224,364,4372,11560,110,224,15
224,365,4475,10335,110,224,15
224,366,4260,8285,635,224,15
224,367,3897,5710,1935,224,15
224,368,4347,10110,1510,224,15
224,369,5830,11935,910,224,15
224,370,4100,7985,985,224,15
224,371,5170,11760,2460,224,15
224,372,3320,7910,1510,224,15
224,373,5627,11560,635,224,15
224,374,5547,12160,1510,224,15
224,375,5565,11635,110,224,15
224,376,4775,12160,635,224,15
224,377,5190,10335,1935,224,15
224,378,4685,9935,1860,224,15
224,379,4887,11760,635,224,15
224,380,4442,12160,1110,224,15
224,381,4892,12160,235,224,15
224,382,4362,10335,1510,224,15
224,383,4235,10335,635,224,15
224,384,5162,11635,2060,224,15
224,385,4790,9735,635,224,15
224,386,5705,11760,110,224,15
224,387,5275,10335,635,224,15
224,388,4090,7310,1510,224,15
224,389,4990,10335,985,224,15
224,390,5372,12160,110,224,15
224,391,3977,7010,1510,224,15
224,392,5260,11935,235,224,15
224,393,3600,10335,235,224,15
224,394,4257,10335,35,224,15
224,395,4517,7535,235,224,15
224,396,4257,8510,110,224,15
224,397,4240,7535,2735,224,15
224,398,4260,11560,1285,224,15
224,399,5270,10335,1935,224,15
224,400,4357,10335,985,224,15
224,401,5165,10335,1860,224,15
224,402,4372,11935,35,224,15
224,403,6090,12160,1285,224,15
224,404,5742,12160,910,224,15
224,405,5630,12160,635,224,15
224,406,4875,11760,910,224,15
224,407,5180,12160,2235,224,15
224,408,5245,12160,235,224,15
224,409,5260,12160,35,224,15
224,410,4527,8510,2235,224,15
224,411,4545,10335,1860,224,15
224,412,5175,10335,1860,224,15
224,413,5002,10335,110,224,15
224,414,5375,10335,1860,224,15
224,415,3805,5710,635,224,15
224,416,4512,10335,2460,224,15
224,417,5350,10335,2060,224,15
224,418,5730,12160,1285,224,15
224,419,4792,10335,35,224,15
224,420,3812,5710,985,224,15
224,421,3317,5710,1510,224,15
224,422,6190,10335,2460,224,15
224,423,4345,9935,635,224,15
224,424,5550,12160,635,224,15
224,425,4597,10335,2460,224,15
224,426,5060,12160,2460,224,15
224,427,4722,10335,410,224,15
224,428,5262,10110,1510,224,15
224,429,3702,9935,635,224,15
224,430,4545,9735,635,224,15
224,431,4075,12160,635,224,15
224,432,5347,12160,2460,224,15
224,433,3352,8285,635,224,15
224,434,4980,10335,235,224,15
224,435,4835,10335,1285,224,15
224,436,4450,12160,1860,224,15
224,437,5260,12160,1935,224,15
224,438,4517,8510,1935,224,15
224,439,4345,7985,410,224,15
224,440,5722,12160,1860,224,15
224,441,4257,12160,1285,224,15
224,442,4775,10335,1110,224,15
224,443,4180,9810,1510,224,15
224,444,5095,12160,1510,224,15
224,445,4727,12160,110,224,15
224,446,5007,10335,635,224,15
224,447,5357,12160,35,224,15
224,448,4530,10335,910,224,15
224,449,5540,11935,235,224,15
224,450,5000,10335,110,224,15
224,451,5092,10335,1510,224,15
224,452,4180,12160,410,224,15
224,453,4085,9735,635,224,15
224,454,4240,12160,35,224,15
224,455,4425,9935,235,224,15
224,456,5905,11760,110,224,15
224,457,4807,10335,1860,224,15
224,458,5375,11560,985,224,15
224,459,5367,12160,635,224,15
224,460,4815,11635,635,224,15
224,461,3875,11635,235,224,15
224,462,3522,8510,35,224,15
224,463,4092,10335,985,224,15
224,464,4547,12160,35,224,15
224,465,4635,12160,985,224,15
224,466,4915,9935,410,224,15
224,467,5095,11560,635,224,15
224,468,4807,9935,1510,224,15
224,469,4240,8110,1110,224,15
224,470,4407,11560,910,224,15
224,471,5462,11935,235,224,15
224,472,5015,12160,110,224,15
224,473,4642,12160,110,224,15
224,474,5357,11560,910,224,15
224,475,4895,12160,1860,224,15
224,476,4615,11760,1510,224,15
224,477,3900,10335,110,224,15
224,478,4275,8285,1935,224,15
224,479,4160,7535,110,224,15
224,480,4907,10335,410,224,15
224,481,5172,10335,1285,224,15
224,482,4797,8510,2460,224,15
224,483,4145,10335,110,224,15
224,484,3805,8510,410,224,15
224,485,3987,7985,1860,224,15
224,486,4930,10335,410,224,15
224,487,4650,12160,635,224,15
224,488,4170,8510,1110,224,15
224,489,5160,10110,1110,224,15
224,490,4320,9735,910,224,15
224,491,4730,10335,110,224,15
224,492,4070,8510,1510,224,15
224,493,4172,12160,635,224,15
224,494,3145,7535,35,224,15
224,495,4972,10335,110,224,15
224,496,4712,11935,1510,224,15
224,497,5260,10335,635,224,15
224,498,5912,12160,110,224,15
224,499,4887,12160,635,224,15
224,500,5550,11635,985,224,15
224,501,4137,8510,985,224,15
224,502,4520,10335,635,224,15
224,503,5290,10335,35,224,15
224,504,4742,12160,1285,224,15
224,505,4660,10335,110,224,15
224,506,4905,12160,1510,224,15
224,507,5565,11935,2810,224,15
224,508,5377,11935,35,224,15
224,509,4260,11935,1510,224,15
224,510,4265,7310,985,224,15
224,511,5487,12160,635,224,15
224,512,4640,12160,110,224,15
224,513,4042,7985,35,224,15
224,514,4445,10335,235,224,15
224,515,3517,5710,35,224,15
224,516,4170,5710,1510,224,15
224,517,4637,11935,635,224,15
224,518,4155,9935,635,224,15
224,519,4322,10335,35,224,15
224,520,5275,12160,1285,224,15
224,521,5252,12160,635,224,15
224,522,5357,11935,1510,224,15
224,523,5325,10335,910,224,15
224,524,4450,12160,635,224,15
224,525,4705,9935,2235,224,15
224,526,3520,8285,235,224,15
224,527,4257,12160,35,224,15
224,528,4345,8510,635,224,15
224,529,3432,7535,35,224,15
224,530,4347,12160,910,224,15
224,531,4165,11935,35,224,15
224,532,5520,11635,1510,224,15
224,533,3145,7535,410,224,15
224,534,4077,8510,985,224,15
224,535,5147,10335,635,224,15
224,536,3805,7535,110,224,15
224,537,4072,7010,635,224,15
224,538,5175,12160,110,224,15
224,539,5095,10335,635,224,15
224,540,5172,11935,1110,224,15
224,541,3425,8510,35,224,15
224,542,4335,8110,635,224,15
224,543,4512,11760,1110,224,15
224,544,5625,12160,635,224,15
224,545,4147,8510,910,224,15
224,546,4870,10335,1110,224,15
224,547,5897,12160,235,224,15
224,548,4352,10335,1935,224,15
224,549,5435,12160,2935,224,15
224,550,4060,8510,635,224,15
224,551,4905,9735,635,224,15
224,552,3987,10335,635,224,15
224,553,4250,11560,110,224,15
224,554,4562,9810,1935,224,15
224,555,4617,9735,1510,224,15
224,556,4172,8510,35,224,15
224,557,3812,8510,110,224,15
224,558,5275,12160,1510,224,15
224,559,4542,10335,110,224,15
224,560,3980,8510,635,224,15
224,561,4742,12160,2235,224,15
224,562,4460,10335,635,224,15
224,563,4187,8285,635,224,15
224,564,5610,11760,1110,224,15
224,565,4505,12160,235,224,15
224,566,3717,11635,235,224,15
224,567,5190,10335,2235,224,15
224,568,4530,9935,110,224,15
224,569,4800,11935,110,224,15
224,570,3430,5710,410,224,15
224,571,4337,11760,635,224,15
224,572,4510,7535,235,224,15
224,573,5102,11635,635,224,15
224,574,4625,11935,35,224,15
224,575,4982,12160,635,224,15
224,576,5467,12160,2235,224,15
224,577,4065,7985,110,224,15
224,578,4622,10335,635,224,15
224,579,4460,10335,985,224,15
224,580,4067,12160,910,224,15
224,581,4530,8510,35,224,15
224,582,5640,10335,985,224,15
224,583,3865,7535,110,224,15
224,584,4345,9810,635,224,15
224,585,4075,8510,235,224,15
224,586,4512,10335,910,224,15
224,587,4442,9735,635,224,15
224,588,6000,11760,410,224,15
224,589,4810,11560,410,224,15
224,590,4085,10335,1510,224,15
224,591,5800,10335,2460,224,15
224,592,3622,7985,635,224,15
224,593,5270,12160,235,224,15
224,594,4530,12160,235,224,15
224,595,5260,11560,1110,224,15
224,596,4145,10335,635,224,15
224,597,3690,7010,1110,224,15
224,598,5355,11560,2235,224,15
224,599,3535,7535,1285,224,15
224,600,5060,11760,2060,224,15
224,601,5087,11760,635,224,15
224,602,4895,10335,635,224,15
224,603,6000,12160,1510,224,15
224,604,4600,12160,910,224,15
224,605,5075,12160,635,224,15
224,606,5062,12160,635,224,15
224,607,4067,9935,910,224,15
224,608,5460,12160,110,224,15
224,609,5185,10110,1860,224,15
224,610,4722,10335,110,224,15
224,611,4362,10335,635,224,15
224,612,4902,9810,235,224,15
224,613,4910,9810,2235,224,15
224,614,3822,10335,635,224,15
224,615,3450,8510,635,224,15
224,616,3787,8110,35,224,15
224,617,4410,12160,635,224,15
224,618,4642,11560,35,224,15
224,619,4537,10335,635,224,15
224,620,5077,10335,910,224,15
224,621,5720,11935,2060,224,15
224,622,5187,12160,635,224,15
224,623,5905,12160,2060,224,15
224,624,4495,9735,635,224,15
224,625,4520,9810,35,224,15
224,626,6040,12160,2235,224,15
224,627,4240,7310,2460,224,15
224,628,5122,12160,635,224,15
224,629,5000,12160,635,224,15
224,630,5052,11760,110,224,15
224,631,5437,10335,2235,224,15
224,632,4537,11760,635,224,15
224,633,4702,12160,1510,224,15
224,634,4520,9810,635,224,15
224,635,4875,10335,1860,224,15
224,636,4652,10335,35,224,15
224,637,5077,10335,110,224,15
224,638,3592,9935,635,224,15
224,639,4967,10335,235,224,15
224,640,4060,8110,235,224,15
224,641,3595,5710,1510,224,15
224,642,4625,10335,1510,224,15
224,643,4800,12160,235,224,15
224,644,3707,5710,985,224,15
224,645,5660,10335,635,224,15
224,646,4827,11935,410,224,15
224,647,4182,11635,110,224,15
224,648,5555,11935,2235,224,15
224,649,4437,10335,35,224,15
224,650,5730,12160,1285,224,15
224,651,4445,10335,35,224,15
224,652,5007,12160,110,224,15
224,653,4872,12160,910,224,15
224,654,4547,10335,110,224,15
224,655,6007,12160,110,224,15
224,656,3815,9810,110,224,15
224,657,3787,7310,110,224,15
224,658,5442,12160,635,224,15
224,659,4982,10335,2735,224,15
224,660,4997,12160,635,224,15
224,661,3350,7535,110,224,15
224,662,5080,12160,635,224,15
224,663,5017,11935,110,224,15
224,664,3232,11560,110,224,15
224,665,4520,9935,635,224,15
224,666,4825,10335,1860,224,15
224,667,4337,12160,910,224,15
224,668,3895,8510,35,224,15
224,669,4260,10335,635,224,15
224,670,5450,11935,2460,224,15
224,671,5380,10110,1935,224,15
224,672,4957,12160,910,224,15
224,673,5820,12160,1510,224,15
224,674,4512,9810,985,224,15
224,675,5445,11635,910,224,15
224,676,5270,12160,35,224,15
224,677,4617,12160,910,224,15
224,678,4912,10335,2235,224,15
224,679,4077,8285,635,224,15
224,680,4337,9935,235,224,15
224,681,4085,11635,235,224,15
224,682,4057,10335,635,224,15
224,683,4895,12160,35,224,15
224,684,4825,12160,110,224,15
224,685,3720,10335,635,224,15
224,686,4902,9810,2735,224,15
224,687,3970,7535,2460,224,15
224,688,4832,12160,635,224,15
224,689,3370,8285,110,224,15
224,690,5452,11635,635,224,15
224,691,5087,12160,235,224,15
224,692,5060,10335,1510,224,15
224,693,5225,11935,635,224,15
224,694,5355,12160,235,224,15
224,695,4425,12160,635,224,15
224,696,3722,10335,410,224,15
224,697,5357,12160,1510,224,15
224,698,4450,8510,35,224,15
224,699,3707,5710,1935,224,15
224,700,6097,12160,1935,224,15
224,701,4627,10335,235,224,15
224,702,4710,10335,985,224,15
224,703,5887,11760,1110,224,15
224,704,3327,5710,635,224,15
224,705,3430,7310,35,224,15
224,706,4265,12160,635,224,15
224,707,5207,12160,110,224,15
224,708,5547,10335,1860,224,15
224,709,5380,12160,1935,224,15
224,710,3795,5710,235,224,15
224,711,4517,11760,635,224,15
224,712,5257,9810,1935,224,15
224,713,4602,10335,35,224,15
224,714,4842,12160,110,224,15
224,715,5445,12160,635,224,15
224,716,4702,10110,2060,224,15
224,717,4555,12160,635,224,15
224,718,4215,7535,2460,224,15
224,719,4817,10335,110,224,15
224,720,4450,12160,110,224,15
224,721,4810,10335,1285,224,15
224,722,4277,8510,635,224,15
224,723,5645,12160,35,224,15
224,724,5172,12160,35,224,15
224,725,4320,9935,1110,224,15
224,726,4262,12160,35,224,15
224,727,4632,10110,1510,224,15
224,728,4432,12160,910,224,15
224,729,3612,7310,235,224,15
224,730,6202,11560,35,224,15
224,731,6357,12160,2460,224,15
224,732,4982,9935,110,224,15
224,733,4362,11935,635,224,15
224,734,5375,10335,1935,224,15
224,735,4920,10335,635,224,15
224,736,4607,11635,910,224,15
224,737,5442,10335,635,224,15
224,738,5280,11935,635,224,15
224,739,4912,12160,1510,224,15
224,740,4745,11935,635,224,15
224,741,4800,8510,1510,224,15
224,742,4355,12160,110,224,15
224,743,4452,11560,410,224,15
224,744,5070,10335,1860,224,15
224,745,4907,12160,35,224,15
224,746,3632,9810,35,224,15
224,747,4555,12160,410,224,15
224,748,3987,8510,635,224,15
224,749,5000,11635,35,224,15
224,750,4640,11635,110,224,15
224,751,6010,11760,2460,224,15
224,752,4625,9935,110,224,15
224,753,5532,10335,2460,224,15
224,754,4867,9735,2460,224,15
224,755,4802,10335,1510,224,15
224,756,5357,12160,35,224,15
224,757,4162,10110,910,224,15
224,758,3630,7535,985,224,15
224,759,3887,8510,910,224,15
224,760,5530,12160,635,224,15
224,761,4615,10335,635,224,15
224,762,4797,10110,1860,224,15
224,763,4407,10335,1510,224,15
224,764,4712,10335,1510,224,15
224,765,4282,8510,1510,224,15
224,766,4085,10335,410,224,15
224,767,4242,10335,1510,224,15
224,768,5817,12160,1860,224,15
224,769,4930,11635,410,224,15
224,770,3597,8110,635,224,15
224,771,5740,11760,635,224,15
224,772,4340,10110,35,224,15
224,773,4065,10335,635,224,15
224,774,3250,10335,235,224,15
224,775,4720,10110,35,224,15
224,776,5427,12160,910,224,15
224,777,4627,10335,1285,224,15
224,778,4345,9810,635,224,15
224,779,4967,11760,1285,224,15
224,780,4252,10335,35,224,15
224,781,4445,10335,635,224,15
224,782,5732,10335,1510,224,15
224,783,4982,10335,635,224,15
224,784,4555,10110,985,224,15
224,785,5340,11760,910,224,15
224,786,5827,12160,635,224,15
224,787,5085,12160,635,224,15
224,788,5347,12160,235,224,15
224,789,5092,10110,1510,224,15
224,790,4337,9935,910,224,15
224,791,5827,12160,1860,224,15
224,792,4807,11935,35,224,15
224,793,4025,11635,110,224,15
224,794,4057,10335,110,224,15
224,795,4557,10335,410,224,15
224,796,4380,11935,635,224,15
224,797,4197,10335,110,224,15
224,798,4922,12160,635,224,15
224,799,4197,10335,635,224,15
224,800,4257,12160,110,224,15
224,801,3900,12160,110,224,15
224,802,4327,11760,635,224,15
224,803,4692,12160,1510,224,15
224,804,5257,11635,1510,224,15
224,805,5817,11560,235,224,15
224,806,5627,12160,635,224,15
224,807,5190,10335,1860,224,15
224,808,5155,11760,235,224,15
224,809,5460,11760,110,224,15
224,810,4790,11560,635,224,15
224,811,5460,11560,1510,224,15
224,812,4537,11935,410,224,15
224,813,4252,10335,635,224,15
224,814,4270,12160,35,224,15
224,815,5725,11560,35,224,15
224,816,6160,12160,235,224,15
224,817,4475,10335,635,224,15
224,818,4975,12160,910,224,15
224,819,3717,10335,110,224,15
224,820,5295,12160,110,224,15
224,821,4790,10335,110,224,15
224,822,4600,11635,635,224,15
224,823,5070,10335,1860,224,15
224,824,4817,12160,1510,224,15
224,825,4520,9735,985,224,15
224,826,5155,10335,2460,224,15
224,827,4552,11935,1860,224,15
224,828,4257,11935,110,224,15
224,829,4600,9935,35,224,15
224,830,4930,10335,110,224,15
224,831,3545,8510,635,224,15
224,832,4790,12160,110,224,15
224,833,4537,10335,910,224,15
224,834,4327,12160,35,224,15
224,835,4152,7010,35,224,15
224,836,3370,9735,635,224,15
224,837,3987,10335,410,224,15
224,838,4792,10335,635,224,15
224,839,4170,12160,110,224,15
224,840,3145,7910,35,224,15
224,841,5737,12160,635,224,15
224,842,5470,10335,1510,224,15
224,843,4530,8285,2460,224,15
224,844,6112,12160,410,224,15
224,845,3595,7135,635,224,15
224,846,5722,11760,410,224,15
224,847,4957,9735,910,224,15
224,848,3825,10335,110,224,15
224,849,4442,12160,35,224,15
224,850,3442,10335,35,224,15
224,851,4555,12160,410,224,15
