Iterations,Generation,Generation Average Fitness,Generation Best Fitness,Generation Worst Fitness,Population Size,Population Best Fitness
219,832,4296,10335,635,219,385
219,833,5309,12150,1510,219,385
219,834,4661,12145,1510,219,385
219,835,4766,12150,620,219,385
219,836,4670,12150,615,219,385
219,837,5306,12150,2440,219,385
219,838,4661,10315,625,219,385
219,839,4566,10320,635,219,385
219,840,4670,12160,635,219,385
219,841,4478,8510,625,219,385
219,842,4472,12160,630,219,385
219,843,4398,12145,635,219,385
219,844,4662,10335,615,219,385
219,845,4295,12160,615,219,385
219,846,6405,10335,3320,219,385
219,847,5854,12140,2460,219,385
219,848,4123,10335,620,219,385
219,849,5950,12160,2450,219,385
219,850,3853,12160,615,219,385
219,851,5132,10335,2440,219,385
219,852,5038,10325,1495,219,385
219,853,5203,10335,1510,219,385
219,854,5595,10315,635,219,385
219,855,5123,10330,635,219,385
219,856,3833,5710,635,219,385
219,857,4208,10335,635,219,385
219,858,6220,12160,620,219,385
219,859,6230,12160,635,219,385
219,860,4488,10325,635,219,385
219,861,4765,12160,625,219,385
219,862,4853,12155,2445,219,385
219,863,6231,12145,630,219,385
219,864,5315,10335,620,219,385
219,865,5220,10335,615,219,385
219,866,5316,10335,635,219,385
219,867,5845,10325,3335,219,385
219,868,4961,10335,625,219,385
219,869,4842,8500,1500,219,385
219,870,3746,7535,615,219,385
219,871,5029,10320,2460,219,385
219,872,4750,10335,615,219,385
219,873,3739,5710,1495,219,385
219,874,5671,12160,615,219,385
219,875,4208,10325,635,219,385
219,876,5491,10335,635,219,385
219,877,4836,12150,3320,219,385
219,878,5036,12160,1510,219,385
219,879,5953,10335,1510,219,385
219,880,4749,8505,2460,219,385
219,881,5221,10335,635,219,385
219,882,5680,12160,1510,219,385
219,883,5953,12160,1490,219,385
219,884,4931,12155,1495,219,385
219,885,5769,12155,630,219,385
219,886,5316,12160,635,219,385
219,887,5035,10315,615,219,385
219,888,4474,5710,2460,219,385
219,889,4758,10335,2440,219,385
219,890,4576,10335,630,219,385
219,891,5036,10335,2460,219,385
219,892,5401,10335,2445,219,385
219,893,6213,12160,1495,219,385
219,894,4660,10335,2440,219,385
219,895,4573,8505,2460,219,385
219,896,5026,10315,2445,219,385
219,897,3939,10330,615,219,385
219,898,5123,10320,1490,219,385
219,899,5673,12160,635,219,385
219,900,4486,10320,630,219,385
219,901,5414,10335,635,219,385
219,902,5220,12160,1490,219,385
219,903,3928,7535,2445,219,385
219,904,4306,10330,630,219,385
219,905,5315,12160,1510,219,385
219,906,3748,10320,620,219,385
219,907,3660,12145,615,219,385
219,908,4921,7535,2440,219,385
219,909,4758,10335,1500,219,385
219,910,4411,10335,620,219,385
219,911,5402,10335,615,219,385
219,912,5490,12140,635,219,385
219,913,3650,7515,635,219,385
219,914,4672,10335,625,219,385
219,915,4491,10320,620,219,385
219,916,5673,12160,1500,219,385
219,917,4921,7525,2460,219,385
219,918,5220,12150,620,219,385
219,919,5315,10335,615,219,385
219,920,5210,10320,2450,219,385
219,921,5120,12150,2460,219,385
219,922,4393,12160,620,219,385
219,923,5492,10330,1495,219,385
219,924,4566,10335,635,219,385
219,925,5673,10335,2460,219,385
219,926,5953,12150,635,219,385
219,927,4305,10335,615,219,385
219,928,4576,10335,615,219,385
219,929,5404,10335,2440,219,385
219,930,4575,12150,625,219,385
219,931,4305,8500,615,219,385
219,932,4853,10335,1510,219,385
219,933,5318,10335,635,219,385
219,934,5220,10335,1510,219,385
219,935,4303,8510,615,219,385
219,936,4745,7535,1500,219,385
219,937,5123,10330,1490,219,385
219,938,5200,12145,1490,219,385
219,939,5490,10320,1500,219,385
219,940,5122,12140,1500,219,385
219,941,4295,10315,620,219,385
219,942,4766,12155,635,219,385
219,943,6041,10335,635,219,385
219,944,5028,10335,2445,219,385
219,945,4201,10320,635,219,385
219,946,5124,12150,620,219,385
219,947,4296,10315,620,219,385
219,948,4765,12160,625,219,385
219,949,5126,10330,1490,219,385
219,950,5305,12160,635,219,385
219,951,4393,10325,1495,219,385
219,952,4113,8510,635,219,385
219,953,5133,8510,620,219,385
219,954,5228,10335,2445,219,385
219,955,5123,10335,615,219,385
219,956,5760,10335,1510,219,385
219,957,5316,12140,2440,219,385
219,958,4941,12145,620,219,385
219,959,4208,8500,630,219,385
219,960,4671,10335,1505,219,385
219,961,5948,12140,2460,219,385
219,962,4758,10330,1510,219,385
219,963,5046,12155,620,219,385
219,964,4120,12160,635,219,385
219,965,5126,12145,635,219,385
219,966,5305,10335,1490,219,385
219,967,5681,12145,2440,219,385
219,968,5037,12140,615,219,385
219,969,4479,8510,635,219,385
219,970,5585,10335,635,219,385
219,971,5116,8500,2460,219,385
219,972,3833,7535,620,219,385
219,973,4479,12145,1510,219,385
219,974,4384,8495,625,219,385
219,975,6030,12160,1490,219,385
219,976,5403,12160,635,219,385
219,977,4210,10335,615,219,385
219,978,4573,10320,2440,219,385
219,979,5027,10335,635,219,385
219,980,5586,12160,620,219,385
219,981,5855,12160,1490,219,385
219,982,5853,10335,2460,219,385
219,983,4860,12160,2440,219,385
219,984,4654,10330,1495,219,385
219,985,4769,10320,620,219,385
219,986,4113,10325,1490,219,385
219,987,4758,12160,630,219,385
219,988,5853,12160,615,219,385
219,989,4394,12145,635,219,385
219,990,5220,10335,2440,219,385
219,991,5951,12160,635,219,385
219,992,4391,10315,635,219,385
219,993,5408,12160,630,219,385
219,994,5133,12155,635,219,385
219,995,6319,12160,2455,219,385
219,996,5865,10335,635,219,385
219,997,6231,12150,635,219,385
219,998,4940,10335,1490,219,385
219,999,4761,10330,625,219,385
219,1000,5394,10335,2455,219,385
219,1001,4292,7515,1500,219,385
219,1002,4477,10335,625,219,385
219,1003,4297,10335,635,219,385
219,1004,5122,12150,615,219,385
219,1005,4758,12160,635,219,385
219,1006,4390,8510,1510,219,385
219,1007,5306,12160,2440,219,385
219,1008,5116,10335,3315,219,385
219,1009,5298,10335,3330,219,385
219,1010,4470,10330,635,219,385
219,1011,4664,12160,620,219,385
219,1012,3853,10335,615,219,385
219,1013,5402,12155,1510,219,385
219,1014,4285,7525,615,219,385
219,1015,4748,8510,1510,219,385
219,1016,4769,10335,635,219,385
219,1017,5322,12150,615,219,385
219,1018,5661,12145,3315,219,385
219,1019,5498,12145,625,219,385
219,1020,5305,10335,1490,219,385
219,1021,6403,12160,2445,219,385
219,1022,5950,12160,2460,219,385
219,1023,3843,10335,1495,219,385
219,1024,4842,10335,615,219,385
219,1025,5210,12160,1510,219,385
219,1026,4835,8510,2460,219,385
219,1027,5305,10335,635,219,385
219,1028,4766,10335,620,219,385
219,1029,6221,12155,1510,219,385
219,1030,5392,10335,1500,219,385
219,1031,4663,10335,615,219,385
219,1032,4486,10330,625,219,385
219,1033,5670,12150,615,219,385
219,1034,3948,8510,615,219,385
219,1035,5576,12160,620,219,385
219,1036,4201,8510,1505,219,385
219,1037,4922,8505,3325,219,385
219,1038,5308,10335,1510,219,385
219,1039,4767,12140,615,219,385
219,1040,5035,12160,635,219,385
219,1041,5498,10325,635,219,385
219,1042,4671,10330,620,219,385
219,1043,4663,8510,1510,219,385
219,1044,4941,12160,625,219,385
219,1045,5306,10335,2445,219,385
219,1046,5594,10335,2440,219,385
219,1047,4759,12160,620,219,385
219,1048,5673,12160,1495,219,385
219,1049,3739,7520,1490,219,385
219,1050,4383,10330,635,219,385
219,1051,5211,10335,1495,219,385
219,1052,5297,12160,2460,219,385
219,1053,5123,10335,2440,219,385
219,1054,5210,12150,1490,219,385
219,1055,4846,12160,1495,219,385
219,1056,4218,10335,635,219,385
219,1057,5411,12155,615,219,385
219,1058,5038,10330,625,219,385
219,1059,4845,12160,635,219,385
219,1060,3930,10335,1495,219,385
219,1061,5028,12140,1490,219,385
219,1062,4486,8495,630,219,385
219,1063,5499,12160,635,219,385
219,1064,5297,12160,1490,219,385
219,1065,4393,10335,615,219,385
219,1066,5315,12160,615,219,385
219,1067,4498,10325,630,219,385
219,1068,5019,12145,1495,219,385
219,1069,3746,5710,1510,219,385
219,1070,6315,12160,2455,219,385
219,1071,4489,10320,615,219,385
219,1072,4390,12160,635,219,385
219,1073,4583,10335,620,219,385
219,1074,5950,12150,635,219,385
219,1075,4652,10335,1500,219,385
219,1076,4193,10315,1490,219,385
219,1077,5220,10335,1495,219,385
219,1078,5316,10315,2445,219,385
219,1079,6221,12150,3335,219,385
219,1080,5392,10335,2455,219,385
219,1081,4583,12160,615,219,385
219,1082,5395,10335,1495,219,385
219,1083,3850,8490,615,219,385
219,1084,3928,7535,635,219,385
219,1085,5401,12160,635,219,385
219,1086,5401,12160,1490,219,385
219,1087,4487,10335,625,219,385
219,1088,4383,8510,615,219,385
219,1089,5126,12145,1490,219,385
219,1090,5491,10315,2460,219,385
219,1091,5498,12145,620,219,385
219,1092,4953,10335,620,219,385
219,1093,4942,10330,630,219,385
219,1094,4573,10335,620,219,385
219,1095,3461,5705,1505,219,385
219,1096,4379,7535,615,219,385
219,1097,5594,10335,635,219,385
219,1098,4486,10335,625,219,385
219,1099,5660,10335,3320,219,385
219,1100,4190,7535,615,219,385
219,1101,5672,10335,1490,219,385
219,1102,6228,12160,1495,219,385
219,1103,5208,10335,2460,219,385
219,1104,5491,10335,635,219,385
219,1105,4950,10335,615,219,385
219,1106,4844,12160,1510,219,385
219,1107,4558,8490,1500,219,385
219,1108,5767,10335,2450,219,385
219,1109,3748,10335,635,219,385
219,1110,6136,12160,2460,219,385
219,1111,4663,10335,615,219,385
219,1112,5037,10335,1495,219,385
219,1113,5213,12160,1495,219,385
219,1114,3914,5710,1495,219,385
219,1115,5768,12155,2440,219,385
219,1116,5113,12145,1510,219,385
219,1117,5299,10335,1510,219,385
219,1118,4938,12145,1510,219,385
219,1119,5220,12140,620,219,385
219,1120,5308,12160,1510,219,385
219,1121,4930,12140,635,219,385
219,1122,5221,12145,620,219,385
219,1123,5306,12160,615,219,385
219,1124,4393,10330,615,219,385
219,1125,5112,12140,1490,219,385
219,1126,5028,10335,615,219,385
219,1127,4941,12150,635,219,385
219,1128,5039,10330,615,219,385
219,1129,4758,12155,615,219,385
219,1130,5315,12160,635,219,385
219,1131,4400,12160,615,219,385
219,1132,5020,10335,1490,219,385
219,1133,3653,10320,620,219,385
219,1134,4489,8510,2450,219,385
219,1135,4382,10315,1490,219,385
219,1136,4295,10315,635,219,385
219,1137,6047,12160,2440,219,385
219,1138,4845,10325,615,219,385
219,1139,4211,10330,620,219,385
219,1140,5131,10335,1510,219,385
219,1141,4027,10335,615,219,385
219,1142,6308,12160,615,219,385
219,1143,4941,8510,2445,219,385
219,1144,5223,10335,630,219,385
219,1145,5499,10335,635,219,385
219,1146,5403,12145,1505,219,385
219,1147,5018,8510,3315,219,385
219,1148,5779,12160,630,219,385
219,1149,4846,12160,1495,219,385
219,1150,4018,8510,2445,219,385
219,1151,4663,10320,615,219,385
219,1152,5496,12160,2445,219,385
219,1153,4958,10335,620,219,385
219,1154,4023,7535,635,219,385
219,1155,4930,12160,2440,219,385
219,1156,5306,10335,2440,219,385
219,1157,4198,7535,2440,219,385
219,1158,5028,10335,620,219,385
219,1159,5029,12145,2445,219,385
219,1160,4585,8510,635,219,385
219,1161,4940,10335,1490,219,385
219,1162,5487,10325,2440,219,385
219,1163,4207,10335,615,219,385
219,1164,3562,5710,630,219,385
219,1165,5404,12160,635,219,385
219,1166,4306,10330,615,219,385
219,1167,5767,12140,635,219,385
219,1168,4855,10320,620,219,385
219,1169,3933,10330,1490,219,385
219,1170,5960,10335,1510,219,385
219,1171,5307,12160,1500,219,385
219,1172,5593,12160,635,219,385
219,1173,5035,10330,2445,219,385
219,1174,5689,12145,635,219,385
219,1175,4853,10330,620,219,385
219,1176,4845,10335,1505,219,385
219,1177,4660,10335,1510,219,385
219,1178,5032,10335,1495,219,385
219,1179,4670,10335,615,219,385
219,1180,4756,10325,2440,219,385
219,1181,4302,12160,620,219,385
219,1182,4940,10335,615,219,385
219,1183,4582,12160,635,219,385
219,1184,4845,12155,635,219,385
219,1185,4941,10335,620,219,385
219,1186,4295,12160,635,219,385
219,1187,4941,10320,615,219,385
219,1188,4028,10335,615,219,385
219,1189,4670,12160,635,219,385
219,1190,5295,12160,1490,219,385
219,1191,6038,12160,1490,219,385
219,1192,4394,10330,620,219,385
219,1193,3833,5710,1495,219,385
219,1194,4393,10330,635,219,385
219,1195,3834,10335,615,219,385
219,1196,4490,8510,615,219,385
219,1197,4201,8510,620,219,385
219,1198,5222,12160,620,219,385
219,1199,5499,12160,1510,219,385
219,1200,5035,12160,2450,219,385
219,1201,6038,12160,1490,219,385
219,1202,4942,10335,615,219,385
219,1203,4200,8495,615,219,385
219,1204,5298,12140,635,219,385
219,1205,3748,10335,620,219,385
219,1206,3740,10325,1490,219,385
219,1207,4565,10315,1500,219,385
219,1208,4670,10325,2445,219,385
219,1209,5856,12160,635,219,385
219,1210,4206,7535,635,219,385
219,1211,5025,12160,615,219,385
219,1212,6046,12155,625,219,385
219,1213,3653,10320,635,219,385
219,1214,5400,10335,635,219,385
219,1215,4941,10330,635,219,385
219,1216,5038,12160,1490,219,385
219,1217,4673,8510,615,219,385
219,1218,5759,12160,1510,219,385
219,1219,5211,12155,1495,219,385
219,1220,5505,12140,635,219,385
219,1221,4488,10335,620,219,385
219,1222,5222,12160,635,219,385
219,1223,5307,12150,635,219,385
219,1224,5680,12145,615,219,385
219,1225,4573,10330,2445,219,385
219,1226,5218,12160,635,219,385
219,1227,4747,10335,635,219,385
219,1228,5309,12145,620,219,385
219,1229,4864,12155,620,219,385
219,1230,5578,10325,1510,219,385
219,1231,5673,12160,635,219,385
219,1232,4940,10335,635,219,385
219,1233,5567,12145,1510,219,385
219,1234,5584,10335,1490,219,385
219,1235,4393,8510,620,219,385
219,1236,5134,10335,1495,219,385
219,1237,5950,12140,2440,219,385
219,1238,4016,7535,635,219,385
219,1239,5316,10335,635,219,385
219,1240,4114,10335,615,219,385
219,1241,5410,12150,620,219,385
219,1242,4671,12145,620,219,385
219,1243,5596,12155,1510,219,385
219,1244,4680,10335,620,219,385
219,1245,5673,12160,615,219,385
219,1246,5671,10335,3320,219,385
219,1247,4296,8505,620,219,385
219,1248,5586,12160,1495,219,385
219,1249,4210,8510,615,219,385
219,1250,5038,10335,1505,219,385
219,1251,4015,7535,1510,219,385
219,1252,4392,12160,615,219,385
219,1253,5776,12160,620,219,385
219,1254,4209,10330,635,219,385
219,1255,3851,8510,630,219,385
219,1256,3941,10335,635,219,385
219,1257,4661,10320,630,219,385
219,1258,5961,12160,620,219,385
219,1259,6317,10335,2440,219,385
219,1260,5944,12145,2460,219,385
219,1261,4940,12140,615,219,385
219,1262,4742,8510,1495,219,385
219,1263,4478,12155,1490,219,385
219,1264,3654,8495,615,219,385
219,1265,5490,10335,2460,219,385
219,1266,5856,12160,630,219,385
219,1267,4382,10325,635,219,385
219,1268,3650,7525,615,219,385
219,1269,4384,10335,1510,219,385
219,1270,5122,12140,1510,219,385
219,1271,5497,12140,1510,219,385
219,1272,4576,10335,1510,219,385
219,1273,4478,10335,635,219,385
219,1274,5134,10335,635,219,385
219,1275,5217,12160,2440,219,385
219,1276,4750,8510,635,219,385
219,1277,5673,12160,1500,219,385
219,1278,4297,10315,625,219,385
219,1279,5305,10335,615,219,385
219,1280,4015,7515,635,219,385
219,1281,4673,10335,620,219,385
219,1282,3826,7535,635,219,385
219,1283,4856,12160,635,219,385
219,1284,4383,12150,615,219,385
219,1285,5403,12160,620,219,385
219,1286,5133,12160,630,219,385
219,1287,4392,10330,1510,219,385
219,1288,4481,8510,1510,219,385
219,1289,4478,8500,2460,219,385
219,1290,3843,10315,635,219,385
219,1291,3923,8510,1490,219,385
219,1292,4393,12160,615,219,385
219,1293,4288,10330,1500,219,385
219,1294,5586,12160,635,219,385
219,1295,4775,10335,615,219,385
219,1296,4932,12160,1490,219,385
219,1297,5681,12160,620,219,385
219,1298,4854,10315,635,219,385
219,1299,4036,12155,620,219,385
219,1300,5846,12155,3320,219,385
219,1301,5866,12155,1510,219,385
219,1302,4750,10330,615,219,385
219,1303,4767,10335,615,219,385
219,1304,4755,12160,615,219,385
219,1305,6038,12160,2460,219,385
219,1306,5488,10320,2460,219,385
219,1307,5403,10335,630,219,385
219,1308,5028,10330,2440,219,385
219,1309,3745,5710,630,219,385
219,1310,4663,10335,635,219,385
219,1311,4216,8510,2440,219,385
219,1312,4863,10335,620,219,385
219,1313,5115,10320,1495,219,385
219,1314,4951,10335,620,219,385
219,1315,3748,8510,635,219,385
219,1316,5488,12160,2440,219,385
219,1317,4565,10315,635,219,385
219,1318,5767,10335,2460,219,385
219,1319,6223,12160,615,219,385
219,1320,4655,10315,1490,219,385
219,1321,4487,12150,615,219,385
219,1322,5214,10330,1505,219,385
219,1323,4296,10325,1510,219,385
219,1324,3950,8510,620,219,385
219,1325,4845,8510,1500,219,385
219,1326,4651,7535,1510,219,385
219,1327,5123,10315,2450,219,385
219,1328,5123,12160,2455,219,385
219,1329,3836,8500,635,219,385
219,1330,5116,12160,635,219,385
219,1331,4775,12150,615,219,385
219,1332,4115,10315,635,219,385
219,1333,4574,10330,635,219,385
219,1334,4757,10325,615,219,385
219,1335,4487,12145,625,219,385
219,1336,5045,12150,615,219,385
219,1337,5393,12150,1510,219,385
219,1338,4480,12145,625,219,385
219,1339,5049,10325,620,219,385
219,1340,4947,12150,635,219,385
219,1341,4941,10335,635,219,385
219,1342,6230,12160,615,219,385
219,1343,5681,10335,620,219,385
219,1344,4951,10335,615,219,385
219,1345,3661,8510,635,219,385
219,1346,4470,10325,1510,219,385
219,1347,4843,12155,615,219,385
219,1348,4758,8510,630,219,385
219,1349,5038,12160,615,219,385
219,1350,4400,12160,620,219,385
219,1351,4487,10335,615,219,385
219,1352,5220,12150,1500,219,385
219,1353,4662,8510,1500,219,385
219,1354,4662,10335,635,219,385
219,1355,3832,7535,1495,219,385
219,1356,5768,12150,2460,219,385
219,1357,4572,10335,1510,219,385
219,1358,5296,12140,1510,219,385
219,1359,5039,10330,635,219,385
219,1360,4939,12155,1505,219,385
219,1361,4566,10330,1495,219,385
219,1362,5671,12160,620,219,385
219,1363,6135,12145,615,219,385
219,1364,5116,10335,1490,219,385
219,1365,5297,12145,635,219,385
219,1366,4038,10335,620,219,385
219,1367,5200,10320,2460,219,385
219,1368,5211,10335,635,219,385
219,1369,3938,8500,620,219,385
219,1370,5317,12145,625,219,385
219,1371,5219,12155,2460,219,385
219,1372,5315,12160,625,219,385
219,1373,4018,10335,1495,219,385
219,1374,4287,10335,625,219,385
219,1375,5038,12160,615,219,385
219,1376,4756,10320,635,219,385
219,1377,4306,10320,625,219,385
219,1378,5578,10335,1505,219,385
219,1379,4850,10325,2450,219,385
219,1380,5681,12160,620,219,385
219,1381,5038,12140,620,219,385
219,1382,5961,10335,635,219,385
219,1383,5037,10335,635,219,385
219,1384,4199,7535,635,219,385
219,1385,4576,10335,1495,219,385
219,1386,4391,10335,635,219,385
219,1387,4671,10335,630,219,385
219,1388,4943,10335,1490,219,385
219,1389,5673,12160,2445,219,385
219,1390,4846,10335,615,219,385
219,1391,4668,10335,2445,219,385
219,1392,5218,12160,635,219,385
219,1393,4391,10335,1495,219,385
219,1394,4113,10335,620,219,385
219,1395,4846,10325,625,219,385
219,1396,4668,12160,615,219,385
219,1397,4848,10335,635,219,385
219,1398,3842,12160,625,219,385
219,1399,4836,12155,2460,219,385
219,1400,5950,10335,2450,219,385
219,1401,5027,10335,635,219,385
219,1402,5125,10335,615,219,385
219,1403,5585,12160,2440,219,385
219,1404,5308,10335,1495,219,385
219,1405,4951,10335,615,219,385
219,1406,4582,10335,615,219,385
219,1407,5960,12160,1490,219,385
219,1408,5863,12155,2440,219,385
219,1409,5316,10335,635,219,385
219,1410,5501,12155,1495,219,385
219,1411,4207,10315,625,219,385
219,1412,4652,8495,615,219,385
219,1413,6315,12160,625,219,385
219,1414,4765,12160,635,219,385
219,1415,5498,12160,615,219,385
219,1416,4295,8490,2440,219,385
219,1417,5663,12155,3320,219,385
219,1418,6035,10325,2460,219,385
219,1419,5498,12160,615,219,385
219,1420,4293,7535,620,219,385
219,1421,5400,12150,2440,219,385
219,1422,5576,12160,2445,219,385
219,1423,5219,10335,2440,219,385
219,1424,5027,12150,635,219,385
219,1425,3852,8500,615,219,385
219,1426,4664,10335,635,219,385
219,1427,6133,12155,1510,219,385
219,1428,5509,12160,620,219,385
219,1429,5028,10335,620,219,385
219,1430,4486,12150,2445,219,385
219,1431,5495,10335,2460,219,385
219,1432,4573,12160,635,219,385
219,1433,4662,12150,635,219,385
219,1434,3833,7535,625,219,385
219,1435,5306,12140,635,219,385
219,1436,4403,8510,635,219,385
219,1437,3198,5690,620,219,385
219,1438,5220,10315,2460,219,385
219,1439,4566,12145,3315,219,385
219,1440,5308,10335,2450,219,385
219,1441,5131,12155,2445,219,385
219,1442,4672,10335,630,219,385
219,1443,4837,10335,1495,219,385
219,1444,5122,10335,2440,219,385
219,1445,4391,10335,615,219,385
219,1446,4653,10335,620,219,385
219,1447,4660,10325,620,219,385
219,1448,4478,12160,620,219,385
219,1449,5133,10335,620,219,385
219,1450,5307,10335,1490,219,385
219,1451,4766,10320,2440,219,385
219,1452,5200,10335,1500,219,385
219,1453,3842,10335,635,219,385
219,1454,4216,10335,635,219,385
219,1455,4662,10335,2440,219,385
219,1456,4853,10335,620,219,385
219,1457,4017,8495,1510,219,385
219,1458,6038,12140,2460,219,385
219,1459,4758,12160,625,219,385
219,1460,5313,10335,2460,219,385
219,1461,4480,12150,615,219,385
219,1462,5681,12160,2445,219,385
219,1463,5298,10335,3320,219,385
219,1464,4576,10330,1505,219,385
219,1465,4948,10335,615,219,385
219,1466,4478,12160,635,219,385
219,1467,5864,12160,2445,219,385
219,1468,4024,8490,615,219,385
219,1469,5768,12140,1510,219,385
219,1470,4208,10320,625,219,385
219,1471,5015,7535,1510,219,385
219,1472,4768,10335,620,219,385
219,1473,5761,12160,1510,219,385
219,1474,4957,10335,615,219,385
219,1475,4940,10335,1495,219,385
219,1476,5219,10335,2440,219,385
219,1477,5575,10335,2445,219,385
219,1478,5493,10325,1510,219,385
219,1479,4201,12160,635,219,385
219,1480,6778,12160,1490,219,385
219,1481,4566,10330,1495,219,385
219,1482,4853,12150,620,219,385
219,1483,4836,8510,620,219,385
219,1484,5585,12160,620,219,385
219,1485,5221,10335,635,219,385
219,1486,4394,12160,620,219,385
219,1487,4575,10335,1500,219,385
219,1488,4767,12160,615,219,385
219,1489,5583,12160,2445,219,385
219,1490,5027,10315,615,219,385
219,1491,4768,10320,1495,219,385
219,1492,5491,12155,1510,219,385
219,1493,5305,12160,620,219,385
219,1494,4209,10335,620,219,385
219,1495,4653,10335,1510,219,385
219,1496,4478,10335,1490,219,385
219,1497,5691,12160,620,219,385
219,1498,4295,10335,615,219,385
219,1499,5400,12160,2445,219,385
219,1500,4940,10325,635,219,385
219,1501,4289,8495,2460,219,385
219,1502,6135,10335,2455,219,385
219,1503,5296,10335,1495,219,385
219,1504,5212,12160,1490,219,385
219,1505,5043,12160,625,219,385
219,1506,3478,8490,615,219,385
219,1507,3931,10325,635,219,385
219,1508,4219,10320,630,219,385
219,1509,6055,12160,2440,219,385
219,1510,5213,12140,635,219,385
219,1511,5769,10335,620,219,385
219,1512,4479,10320,1495,219,385
219,1513,4304,12155,635,219,385
219,1514,3382,7535,620,219,385
219,1515,4755,10325,635,219,385
219,1516,5036,12140,1510,219,385
219,1517,4940,12160,635,219,385
219,1518,5680,10335,1510,219,385
219,1519,4022,7535,615,219,385
219,1520,4026,10335,1495,219,385
219,1521,5317,10335,620,219,385
219,1522,6028,10335,3315,219,385
219,1523,4211,8510,635,219,385
219,1524,4941,10335,2445,219,385
219,1525,4563,7525,635,219,385
219,1526,5029,10335,1490,219,385
219,1527,5130,10335,2445,219,385
219,1528,5491,12160,620,219,385
219,1529,5028,10335,1510,219,385
219,1530,4755,12160,2460,219,385
219,1531,3843,10320,635,219,385
219,1532,4568,8510,635,219,385
219,1533,4573,10335,2455,219,385
219,1534,5404,10335,630,219,385
219,1535,4488,12155,615,219,385
219,1536,4470,10335,1510,219,385
219,1537,5028,12140,620,219,385
219,1538,5211,10335,620,219,385
219,1539,4942,10325,1490,219,385
219,1540,5490,10325,2440,219,385
219,1541,5308,12160,1510,219,385
219,1542,4662,10335,1510,219,385
219,1543,4853,10335,615,219,385
219,1544,4008,7530,1495,219,385
219,1545,4306,10320,635,219,385
219,1546,4751,10325,1495,219,385
219,1547,5575,12140,635,219,385
219,1548,3927,7535,635,219,385
219,1549,5115,10315,635,219,385
219,1550,4851,10320,2440,219,385
219,1551,4468,7535,2460,219,385
219,1552,4478,12155,635,219,385
219,1553,5393,10335,2460,219,385
219,1554,4210,10335,615,219,385
219,1555,3939,10315,620,219,385
219,1556,6136,10335,1495,219,385
219,1557,5488,12155,2460,219,385
219,1558,5490,12150,635,219,385
219,1559,5305,12160,1500,219,385
219,1560,5585,12160,620,219,385
219,1561,4488,12160,615,219,385
219,1562,4210,10315,615,219,385
219,1563,3843,10335,635,219,385
219,1564,5501,12155,635,219,385
219,1565,4576,12145,625,219,385
219,1566,5575,12160,1490,219,385
219,1567,5298,12155,1510,219,385
219,1568,4761,12160,620,219,385
219,1569,4121,8510,630,219,385
219,1570,4556,7535,1505,219,385
219,1571,5036,10335,635,219,385
219,1572,4478,10330,615,219,385
219,1573,4751,10325,1490,219,385
219,1574,4847,10330,2455,219,385
219,1575,4564,10335,615,219,385
219,1576,3843,12145,630,219,385
219,1577,4298,10335,635,219,385
219,1578,4016,5710,620,219,385
219,1579,3190,3885,635,219,385
219,1580,4208,8490,620,219,385
219,1581,6030,12160,1500,219,385
219,1582,4294,7520,2440,219,385
219,1583,4565,10335,635,219,385
219,1584,4843,10335,1495,219,385
219,1585,4111,7535,635,219,385
219,1586,4565,10325,1500,219,385
219,1587,4671,10330,615,219,385
219,1588,5316,12160,635,219,385
219,1589,4948,10335,620,219,385
219,1590,5315,10335,635,219,385
219,1591,4488,10335,635,219,385
219,1592,5208,10330,1510,219,385
219,1593,5395,10335,1500,219,385
219,1594,5113,12160,1510,219,385
219,1595,4937,10335,2440,219,385
219,1596,4753,12160,1490,219,385
219,1597,5400,10335,2445,219,385
219,1598,4757,10335,1495,219,385
219,1599,4758,10330,625,219,385
219,1600,4668,10320,635,219,385
219,1601,5315,12140,635,219,385
219,1602,4846,10330,635,219,385
219,1603,5306,10335,1500,219,385
219,1604,5025,10335,635,219,385
219,1605,5305,12160,2440,219,385
219,1606,4298,12145,1490,219,385
219,1607,5673,12160,1495,219,385
219,1608,5663,12160,2450,219,385
219,1609,4470,8510,1495,219,385
219,1610,4853,12150,620,219,385
219,1611,5124,8510,1510,219,385
219,1612,4948,10335,1510,219,385
219,1613,4940,10335,2445,219,385
219,1614,6049,12155,1500,219,385
219,1615,5671,12160,1495,219,385
219,1616,4670,10335,615,219,385
219,1617,5586,12160,635,219,385
219,1618,5306,12160,620,219,385
219,1619,4843,8505,2460,219,385
219,1620,4306,12150,630,219,385
219,1621,4568,10335,1505,219,385
219,1622,4576,10325,1495,219,385
219,1623,4573,10335,625,219,385
219,1624,4769,10335,620,219,385
219,1625,4381,7535,1495,219,385
219,1626,4468,7535,635,219,385
219,1627,5123,12160,630,219,385
219,1628,5768,12140,2445,219,385
219,1629,5760,12150,2440,219,385
219,1630,5306,12160,635,219,385
219,1631,4660,8500,2440,219,385
219,1632,5393,12160,630,219,385
219,1633,5306,12160,635,219,385
219,1634,5029,12160,1510,219,385
219,1635,4842,10335,635,219,385
219,1636,5228,12145,625,219,385
219,1637,5679,12160,2460,219,385
219,1638,4863,12155,615,219,385
219,1639,4757,10325,1490,219,385
219,1640,5395,10335,1490,219,385
