Iterations,Generation,Generation Average Fitness,Generation Best Fitness,Generation Worst Fitness,Population Size,Population Best Fitness
1149,114,15347,26760,4095,1149,5
1159,115,16062,29340,8870,1159,5
1169,116,11302,21415,885,1169,5
1179,117,15429,29325,4770,1179,5
1188,118,12098,21720,6480,1188,5
1198,119,14515,19825,4570,1198,5
1207,120,13311,25155,4665,1207,5
1217,121,15203,25150,3655,1217,5
1226,122,13263,23680,1840,1226,5
1234,123,8663,21150,1075,1234,5
1244,124,11095,23160,3845,1244,5
1254,125,9054,15275,900,1254,5
1264,126,13381,25430,2730,1264,5
1273,127,12918,30910,3750,1273,5
1281,128,13152,25220,5730,1281,5
1291,129,11941,21125,3925,1291,5
1300,130,12696,21025,5740,1300,5
1308,131,16637,27415,8205,1308,5
1315,132,15513,28945,3870,1315,5
1324,133,11807,25035,2900,1324,5
1333,134,16497,27190,8890,1333,5
1343,135,11371,23490,4595,1343,5
1353,136,14518,23330,4075,1353,5
1363,137,12502,26815,1480,1363,5
1372,138,16680,26895,5610,1372,5
1381,139,13507,23110,8210,1381,5
1391,140,11039,29115,2720,1391,5
1399,141,14113,30900,4925,1399,5
1407,142,10681,23340,960,1407,5
1416,143,16692,26855,6720,1416,5
1425,144,12655,30705,3075,1425,5
1435,145,14574,23210,2725,1435,5
1443,146,15351,27425,1265,1443,5
1451,147,14095,23730,4525,1451,5
1460,148,10438,21325,955,1460,5
1468,149,12889,21045,3870,1468,5
1477,150,14423,31305,3855,1477,5
1486,151,15387,27185,5190,1486,5
1494,152,15971,29135,4035,1494,5
1503,153,13338,23560,4600,1503,5
1512,154,12867,26800,4040,1512,5
1522,155,12478,23345,7335,1522,5
1532,156,11651,21305,4530,1532,5
1541,157,12133,26815,1250,1541,5
1551,158,14732,31100,6150,1551,5
1560,159,14968,23505,7470,1560,5
1568,160,13810,23455,6240,1568,5
1577,161,13359,25220,30,1577,5
1587,162,12628,23335,3090,1587,5
1595,163,9487,17200,3310,1595,5
1603,164,16508,30915,3775,1603,5
1612,165,8525,27145,20,1612,5
1618,166,12300,23450,5695,1618,5
1626,167,13655,23290,2805,1626,5
1634,168,13255,24835,2225,1634,5
1642,169,12296,23490,3865,1642,5
1651,170,16435,27195,5825,1651,5
1659,171,12190,25310,1915,1659,5
1667,172,10554,21535,215,1667,5
1675,173,9298,30710,2035,1675,5
1682,174,14917,25015,3080,1682,5
1691,175,16700,29345,4095,1691,5
1700,176,12013,25125,2790,1700,5
1709,177,8875,17090,1085,1709,5
1718,178,11456,27135,945,1718,5
1727,179,15712,25215,7350,1727,5
1735,180,16183,25330,1485,1735,5
1743,181,13916,25535,5195,1743,5
1750,182,15340,30710,5125,1750,5
1759,183,11235,17600,4550,1759,5
1768,184,13087,27185,4335,1768,5
1777,185,13705,21635,6935,1777,5
1786,186,10353,19785,105,1786,5
1795,187,11783,18520,5915,1795,5
1804,188,12474,26910,5190,1804,5
1813,189,11110,19255,4310,1813,5
1823,190,8471,25315,1920,1823,5
1833,191,13066,24925,1820,1833,5
1842,192,15643,23310,5910,1842,5
1850,193,10201,23125,1855,1850,5
1860,194,15224,27130,3700,1860,5
1869,195,15124,30725,7495,1869,5
1878,196,12674,21230,5095,1878,5
1888,197,13372,23200,2790,1888,5
1897,198,10430,22925,3320,1897,5
1904,199,13004,26755,955,1904,5
1914,200,11710,23170,2440,1914,5
1922,201,13150,23480,4920,1922,5
1930,202,12720,21110,2715,1930,5
1938,203,15098,26885,5535,1938,5
1947,204,14422,25000,610,1947,5
1953,205,13799,30925,905,1953,5
1963,206,11324,29135,3635,1963,5
1972,207,10463,23355,2210,1972,5
1980,208,11592,26905,2715,1980,5
1989,209,15894,27200,6140,1989,5
1996,210,14130,23565,1075,1996,5
2004,211,10283,19155,7570,2004,5
2012,212,14701,21305,8405,2012,5
2022,213,13230,23060,985,2022,5
2031,214,15521,25440,3925,2031,5
2040,215,16390,26815,3865,2040,5
2049,216,14040,28725,7115,2049,5
2057,217,11345,23110,3300,2057,5
2067,218,11629,23100,1840,2067,5
2074,219,14455,23535,7460,2074,5
2083,220,17904,29130,6245,2083,5
2091,221,13727,23695,7020,2091,5
2100,222,12642,25520,4040,2100,5
2109,223,13593,19130,5705,2109,5
2119,224,17693,30905,8005,2119,5
2129,225,9868,23485,595,2129,5
2139,226,10763,16695,2020,2139,5
2146,227,12583,23690,6495,2146,5
2152,228,9793,23030,1835,2152,5
2160,229,13313,29335,1480,2160,5
2168,230,12224,25205,610,2168,5
2177,231,17225,30910,1480,2177,5
2184,232,16131,28825,7995,2184,5
2194,233,13542,21020,4540,2194,5
2201,234,14653,26805,215,2201,5
2209,235,13891,25145,5545,2209,5
2218,236,13913,25140,6410,2218,5
2227,237,15425,30770,5695,2227,5
2234,238,12884,27425,5465,2234,5
2242,239,13139,28825,5450,2242,5
2252,240,15227,28930,400,2252,5
2262,241,12637,19765,4785,2262,5
2270,242,13172,19060,3865,2270,5
2280,243,12537,29335,3100,2280,5
2288,244,12588,25540,4785,2288,5
2295,245,14142,30920,3075,2295,5
2304,246,13452,25155,4575,2304,5
2312,247,15366,28815,6585,2312,5
2318,248,13105,27415,2425,2318,5
2325,249,16808,25430,5190,2325,5
2334,250,14250,25205,6140,2334,5
2342,251,16696,28830,6245,2342,5
2350,252,12951,25325,70,2350,5
2358,253,15762,30810,2205,2358,5
2366,254,21899,31085,8280,2366,5
2374,255,17275,29330,4255,2374,5
2381,256,13153,23335,6800,2381,5
2391,257,16977,28950,4615,2391,5
2399,258,15996,21740,970,2399,5
2406,259,12809,27420,2040,2406,5
2416,260,11724,28940,2045,2416,5
2424,261,14557,23715,900,2424,5
2432,262,10685,25440,950,2432,5
2442,263,14350,29125,5655,2442,5
2451,264,15631,26845,8470,2451,5
2460,265,11639,28925,3250,2460,5
2468,266,13929,28820,220,2468,5
2476,267,18413,25545,6795,2476,5
2485,268,12530,25050,5100,2485,5
2493,269,13723,21120,7830,2493,5
2500,270,15762,25560,7105,2500,5
2506,271,15534,27000,2425,2506,5
2514,272,14285,23445,5840,2514,5
2522,273,15335,29360,8225,2522,5
2531,274,10884,26770,3330,2531,5
2540,275,14229,23485,3740,2540,5
2547,276,15372,30725,6720,2547,5
2556,277,13906,28810,5180,2556,5
2564,278,13899,31310,4960,2564,5
2569,279,17211,23485,6425,2569,5
2579,280,11545,17930,6800,2579,5
2588,281,13717,23095,2810,2588,5
2596,282,13298,27140,6705,2596,5
2603,283,12564,28815,3300,2603,5
2611,284,16834,29340,7155,2611,5
2620,285,8521,17935,395,2620,5
2630,286,13480,21240,10900,2630,5
2640,287,12417,24840,1905,2640,5
2648,288,15271,29125,4605,2648,5
2656,289,12735,29105,7320,2656,5
2666,290,12534,28940,1930,2666,5
2674,291,18289,29125,1835,2674,5
2681,292,11481,26895,5190,2681,5
2689,293,15123,25145,8350,2689,5
2697,294,16533,21640,9275,2697,5
2705,295,11527,21710,970,2705,5
2715,296,12997,21415,1895,2715,5
2723,297,10101,14570,5730,2723,5
2732,298,10296,19330,4530,2732,5
2741,299,13882,23690,7540,2741,5
2750,300,11055,19780,1260,2750,5
2760,301,13122,19250,6595,2760,5
2769,302,11933,19745,4660,2769,5
2775,303,12921,21230,5640,2775,5
2783,304,17277,28815,5175,2783,5
2791,305,12349,17675,4595,2791,5
2798,306,11862,21325,5935,2798,5
2806,307,12458,21025,2220,2806,5
2815,308,8812,15415,2215,2815,5
2823,309,13009,19135,4540,2823,5
2830,310,16477,27430,5555,2830,5
2837,311,13380,22965,2810,2837,5
2844,312,13585,29340,2900,2844,5
2853,313,13690,23500,4965,2853,5
2860,314,12971,23345,5105,2860,5
2868,315,10943,23045,3310,2868,5
2877,316,14490,23720,3480,2877,5
2885,317,11992,25015,1835,2885,5
2891,318,15083,25540,8560,2891,5
2900,319,16459,30910,7040,2900,5
2907,320,14130,23075,5625,2907,5
2916,321,14743,29120,7530,2916,5
2923,322,15615,25555,8085,2923,5
2928,323,13447,30910,5180,2928,5
2936,324,11726,23525,2930,2936,5
2944,325,10103,25000,85,2944,5
2953,326,10113,19550,870,2953,5
2960,327,13257,23125,2045,2960,5
2966,328,11340,21240,3105,2966,5
2976,329,16005,26880,6955,2976,5
2984,330,14273,29125,4270,2984,5
2994,331,8534,11595,400,2994,5
3002,332,15679,23335,7960,3002,5
3009,333,11970,21035,3275,3009,5
3018,334,10105,24895,3800,3018,5
3025,335,10309,19205,6025,3025,5
3033,336,10010,21720,1475,3033,5
3041,337,15438,30720,6720,3041,5
3049,338,13083,25445,3465,3049,5
3059,339,16659,25035,3740,3059,5
3068,340,14594,27425,2435,3068,5
3075,341,14100,25050,6495,3075,5
3085,342,16490,29340,6245,3085,5
3094,343,14528,23680,980,3094,5
3103,344,14577,30795,7660,3103,5
3111,345,11663,26835,2035,3111,5
3119,346,12694,22930,3885,3119,5
3126,347,13609,27145,885,3126,5
3134,348,15052,25145,3095,3134,5
3144,349,11579,30925,1095,3144,5
3149,350,14491,25440,5530,3149,5
3158,351,10481,23160,2035,3158,5
3167,352,10958,26830,2435,3167,5
3176,353,14401,23475,7675,3176,5
3184,354,10602,15175,5830,3184,5
3194,355,15964,25435,5285,3194,5
3202,356,13818,21510,6720,3202,5
3209,357,13250,28940,5290,3209,5
3218,358,14935,29120,5730,3218,5
3228,359,12101,27180,3790,3228,5
3238,360,14639,25145,2925,3238,5
3247,361,13290,28930,205,3247,5
3256,362,12395,23120,1830,3256,5
3264,363,10098,17540,4030,3264,5
3270,364,15239,27200,4595,3270,5
3279,365,12264,21635,870,3279,5
3284,366,12225,25310,890,3284,5
3294,367,12680,23570,1845,3294,5
3303,368,10163,19175,5640,3303,5
3311,369,11371,28740,1480,3311,5
3319,370,12092,25140,2910,3319,5
3328,371,9156,25550,1260,3328,5
3337,372,15752,26890,6620,3337,5
3346,373,12888,23520,4980,3346,5
3355,374,12865,28940,1925,3355,5
3363,375,12176,27405,380,3363,5
3371,376,13460,23450,6980,3371,5
3380,377,15786,27145,5630,3380,5
3388,378,9139,17090,3700,3388,5
3397,379,12719,23700,5720,3397,5
3407,380,13524,25205,5085,3407,5
3414,381,12552,19190,2430,3414,5
3420,382,12964,22975,3725,3420,5
3427,383,15999,25035,9775,3427,5
3435,384,13689,23295,100,3435,5
3443,385,12957,28740,3705,3443,5
3452,386,12728,26965,2930,3452,5
3461,387,13287,17505,6585,3461,5
3468,388,12179,23555,2220,3468,5
3476,389,17813,29355,4600,3476,5
3485,390,15808,26810,6575,3485,5
3493,391,10208,15725,5545,3493,5
3500,392,13982,27020,8695,3500,5
3509,393,13775,25025,5280,3509,5
3518,394,13604,28735,6595,3518,5
3524,395,12499,25145,105,3524,5
3531,396,10845,19765,2035,3531,5
3537,397,9749,23535,100,3537,5
3546,398,14740,29115,5090,3546,5
3553,399,14535,27405,2050,3553,5
3563,400,13834,23295,3730,3563,5
3572,401,14769,29110,3790,3572,5
3581,402,13066,25015,5745,3581,5
3587,403,12497,23190,2195,3587,5
3595,404,14773,28825,405,3595,5
3602,405,11736,26895,4780,3602,5
3611,406,9808,17340,625,3611,5
3621,407,14558,23580,8995,3621,5
3630,408,14772,30905,2800,3630,5
3638,409,10317,17345,3905,3638,5
3643,410,9690,23345,1835,3643,5
3650,411,11871,25425,1835,3650,5
3658,412,10325,26840,975,3658,5
3664,413,11198,27415,3910,3664,5
3673,414,15189,27435,4960,3673,5
3679,415,14235,21355,5700,3679,5
3687,416,12560,31320,3910,3687,5
3693,417,14869,28815,3715,3693,5
3701,418,9741,13530,4750,3701,5
3707,419,16033,25540,4790,3707,5
3716,420,12974,25205,7820,3716,5
3726,421,14175,30805,370,3726,5
3733,422,12969,23000,3720,3733,5
3740,423,12239,25545,2925,3740,5
3747,424,9425,15940,380,3747,5
3754,425,12117,23705,3790,3754,5
3762,426,16269,23180,5135,3762,5
3768,427,10526,21210,3315,3768,5
3778,428,12051,23495,4555,3778,5
3784,429,13647,23705,4920,3784,5
3792,430,11044,21515,4655,3792,5
3799,431,15462,26820,615,3799,5
3806,432,11288,25130,4740,3806,5
3813,433,11670,23165,5840,3813,5
3822,434,9849,23510,4305,3822,5
3827,435,12149,19540,4780,3827,5
3836,436,12016,28800,4985,3836,5
3842,437,12229,19795,5695,3842,5
3851,438,15996,25135,4625,3851,5
3859,439,14077,27025,5715,3859,5
3865,440,11419,27185,10,3865,5
3871,441,13774,23045,4540,3871,5
3878,442,14314,30790,2200,3878,5
3888,443,14528,27375,6125,3888,5
3893,444,15160,24940,6135,3893,5
3901,445,11929,26830,2440,3901,5
3909,446,14162,26830,5460,3909,5
3916,447,10288,17540,2035,3916,5
3924,448,11387,24835,880,3924,5
3932,449,15047,28750,3670,3932,5
3940,450,15556,28805,3720,3940,5
3948,451,13432,25220,4585,3948,5
3956,452,15689,28935,6155,3956,5
3964,453,10994,25125,3110,3964,5
3972,454,15451,29105,7615,3972,5
3978,455,17212,30925,0,3978,5
3984,456,10593,21425,4680,3984,0
